-8.766469205525262431e-01,5.227049200397468898e-01,-2.403135652429536084e-02,-2.164109355581914640e-01,1.620575020752553774e-01,-1.545715504066719481e-01,-7.443770429485695450e-01,1.273797782421863367e+00,5.102651499647730127e-01,1.062145831446106747e+00,-5.302909733012424187e-01,9.174280963998203697e-01,-7.139918006685841423e-01,-2.690825147529082861e-01,-2.700998234894373962e-01,0
-4.366099077222617142e-01,1.810986252583178358e+00,-3.582504939281622725e-01,5.581593631248689125e-01,3.888445534799002123e-01,1.476352837116699512e-01,-2.505898031002330995e-01,-5.441361730911898897e-01,9.886941812837456434e-01,1.798599447967915266e+00,5.449292120304884968e-01,1.542690802072330669e+00,-1.658370775887545667e+00,-1.612148904496591539e+00,-1.816338855780321948e+00,6
6.691214155195850388e-01,-5.167694040974663006e-01,-1.799078611513393211e+00,-5.668110632467292520e-01,-5.388326095468085608e-01,-4.106211772978317631e-01,-4.707220853728110166e-01,-5.226465734832835830e-01,3.067808544080302124e-01,3.202416598931588920e-01,-7.090905520455582645e-01,5.486733399718018989e-01,-8.197138086389936795e-01,6.468639597820903253e-01,4.591184097889365878e-01,1
-2.308437996046900365e-01,-3.921798359953965751e-01,-1.066183768630547951e-01,-1.229235136805491457e+00,3.380601625540813893e-01,-5.295345428900338769e-01,-3.089920473397129164e-01,-2.262074054298333081e-01,-7.280910403425945310e-01,-5.534265522773553769e-01,-7.193129747449148459e-01,-3.717996198292591870e-01,-1.905019075236550341e+00,4.128144779334336212e-01,8.647052720027670336e-01,0
1.549977767291407793e-01,1.476283288231107438e+00,2.451497845643322016e-01,9.661142167280002413e-01,6.024277155843201781e-01,-8.791270577494890437e-02,-7.361315172604696033e-02,-8.167604692359132779e-01,2.309962627482456121e-01,5.563227676687142464e-01,-2.673311106516134683e-01,9.953123312069603879e-01,-9.764972784229922764e-01,-1.388646733080148632e+00,-1.193463140930371980e+00,6
6.307316933049915419e-02,8.717734940891824769e-01,1.026450507742215024e+00,7.489437631795181627e-01,5.848184162404648223e-01,8.153683683560601914e-01,5.749713567652888768e-01,5.826276945337910407e-01,9.052842329828123535e-01,7.912955895735833689e-01,1.578765182953322688e+00,1.244785459815836610e-02,4.587390913602772125e-02,-4.154076000630415044e-01,-4.926940345625232531e-01,2
4.929908309342992401e-01,-1.135529920862636155e+00,-4.370446730909731681e-01,-1.407116188142586155e-01,2.040577904881077029e-02,-3.356748654003838817e-01,1.202686813371188906e-01,-4.782572280837769640e-01,-2.127476192453515935e+00,-3.701932858204314281e-01,-5.837009311028584779e-01,-5.676683894175782452e-01,-1.148742218945932203e+00,1.495874308750691828e+00,1.356526786101073245e+00,1
-2.340954035537261002e-01,-6.109518486863115827e-01,-1.663197378646799285e+00,-6.080825668129734574e-01,-3.456762712715835684e-01,-6.973639847727316488e-01,-9.894511326936894502e-01,-9.944427075272878058e-01,-1.676848487168906443e+00,-9.466763157131676820e-01,8.199787305042856023e-01,-4.768672056486451538e-01,-2.653754163041802450e+00,5.280390653835758119e-01,4.278607039309209603e-01,1
9.546247282644113596e-01,-7.125688750664803672e-01,-2.264006777277598470e-01,-1.465249067321281684e+00,7.230107522483962545e-02,-3.186867343553695942e-01,-5.685480714800967839e-01,5.060757790436569703e-01,-9.711283679479432163e-01,-3.166499647441992082e-02,-1.096454883225379540e+00,-9.409522091311468550e-01,-9.815681282434798316e-01,1.082529934765132706e+00,1.384541863847799315e+00,5
-9.714319615003198516e-01,2.189615117770999930e-01,-5.254664092828680300e-01,-1.094406872994905466e+00,1.558304245622776363e-01,-4.387644339442475228e-01,-5.078892746651950674e-01,5.315841483848640081e-01,5.251552947193801613e-01,3.003767234705619904e-01,-1.245696831251007046e-02,-3.321576319975584335e-01,-1.098561822274014776e+00,-2.550664795860287937e-01,-3.308377314763336630e-01,0
